amh_1_1_12	amh_1_2_10	amh_2_1_12	amh_2_2_12	ban_1_1_12	ban_1_2_10	ban_2_1_10	ban_2_2_10	bed_1_1_12	bed_1_2_10	bed_2_1_12	bed_2_2_10	bpl_1_1_10	bpl_1_2_12	bpl_2_1_10	bpl_2_2_12	btt_1_1_12	btt_1_2_10	btt_2_1_12	btt_2_2_12	cmp_1_1_10	cmp_1_2_12	cmp_2_1_10	cmp_2_2_10	cpi_1_1_12	cpi_1_2_10	cpi_2_1_12	cpi_2_2_12	cqc_1_1_10	cqc_1_2_12	cqc_2_1_10	cqc_2_2_10
35.6632514486562	35.7361136273454	35.241828262184	35.4475222841534	35.4217834215849	35.031767263135	35.5508300131135	35.1466518919426	35.6277092186762	35.6707192661962	35.519395175204	35.4212569058973	36.2328289586292	36.4535544084178	36.2845738782766	36.2644367428832	35.9364388038097	35.9461225972782	35.8143938838995	35.9105795530821	34.3219083833267	34.8866336577216	35.3557475893992	35.2423841886684	35.538044127252	35.8312277978118	35.5806841362414	35.5210341042576	32.4094005731579	33.2757518681229	35.2904258566206	34.8201172494536
36.8936491223532	36.7217893197538	36.8838023044507	36.7860278293124	37.3065409722013	37.0596392486678	36.9218426808137	37.1012556493134	36.5807179878317	36.4999848729484	36.4788238650519	36.7309351043774	36.7101701881167	36.8135871869713	36.9989367087004	37.0102789870502	37.036068503824	37.0004280703799	37.1533531762419	37.101333208286	37.2945120790975	37.1871387572175	37.1603040555103	37.0901689079985	36.7276164858198	36.7038198050582	36.7531212492263	36.6214607678263	37.4161941188898	37.1862306216608	36.5938917016633	37.2024051233773
25.472981407142	25.039887412331	25.5973449626959	25.6411078470792	26.0751975404632	26.043537727925	26.1020675663121	26.0579012932506	25.5010635225393	25.3662791474137	25.2007066869002	25.1594999928049	25.842109189043	25.3428936898829	25.4484327994122	25.7416632448739	25.873471023438	25.5227258179317	25.6316376755272	25.4493014882744	26.1794287510312	26.2735561510355	25.9504375952106	26.0248151160294	24.9711493605119	25.0437911613818	25.1063013294859	25.2177957915316	26.0621798764421	26.7742255498559	25.556767252692	26.0827609377416
NA	NA	NA	NA	23.4494373401672	NA	22.4125851797234	23.8383594315373	25.0072292816609	25.3401297895596	25.2144092194996	25.9685664860236	NA	NA	23.3689208493032	NA	23.8107207395348	23.4610844385467	23.6810844106463	23.8819336192571	23.4288833889641	23.7814753008135	22.7720028901572	23.0668639151457	NA	23.5463716262915	NA	23.0619185422546	NA	NA	NA	NA
26.3769138555355	26.0098257080445	26.1719720256647	26.6884318731911	25.8374667367854	25.4460584425463	26.0030808721642	25.8306564472709	25.8947852523879	25.7226310253	26.1624296453477	25.8298126893309	26.3745148410207	26.5504229107601	26.3591950546404	26.529825308193	26.0762174150119	25.9861429965292	26.4671121480638	26.0727458596095	26.2329942651897	26.1025579945318	25.5642165293618	25.8777141480626	26.0265723449486	26.2634629917371	26.1446728170304	26.6683738615933	25.259288743382	26.2108844418396	26.4420826697798	26.4067127375061
29.9606323025011	29.924659539168	29.3529702762295	29.3342368907639	29.7517810014695	29.7624089432352	29.6325402716518	29.664588472355	28.9323247465587	28.7294183028692	28.7120927793482	28.6681093465728	28.1072351975468	27.9104822661435	28.2702953337647	28.2489273293307	28.2925355985051	28.5182368376962	28.4420344167386	28.5207864100659	29.6607308713735	29.7468639274507	29.7980067964968	29.8472611008404	30.0564194784296	30.0155652526981	29.6705919552463	29.7615348413052	28.3840584336176	28.4095575401402	27.9368563697374	28.0871387824518
28.0996205932062	28.2867133694701	28.1590440881801	28.1363439816242	27.4544348511077	27.4797809783831	27.8887215726434	27.7899423453297	28.7010467173745	28.540214351117	28.4809293141768	29.0293755894107	30.9639600614206	30.9112402725732	31.0674373580543	30.9449349740975	28.6848507824109	28.6557104544537	29.0948273713237	29.033094887271	28.2173237905098	28.6586004460496	29.0520208821157	29.0693501016193	28.4212825221406	28.6842247316358	28.5555659325262	28.5469233988166	26.8612146079543	27.5258184086831	28.234726315227	28.258587566048
32.880985234919	32.845179676068	32.8702651164623	32.9080934218817	32.4889290043055	32.173978319997	32.9045313347124	32.8117758222316	32.7276156060632	32.8082869418565	32.758275719329	33.1706038234534	33.0765781123302	33.0526610752707	33.8605717491769	33.854028922505	32.7831709814095	32.7454877880568	33.5838541519176	33.7062579026215	32.0240245239764	32.2557492301106	33.0661201634121	33.0390382236359	32.6167992374857	32.8950602025207	33.0223403592209	33.0680068781042	30.9952889723291	32.549034169586	33.0273793331881	33.0898773756262
33.5905277133059	33.5108623003168	33.6358631111101	33.5730637321419	33.6345631781749	33.83289330864	33.5529812884043	33.7174338604257	33.0903836235733	33.309753537802	33.484122421755	33.6290542780344	32.2012660173211	32.1960257241371	32.3622666823504	32.3982853886926	32.91023124388	32.9108866768841	32.8861257524981	32.9144728680261	33.747694933008	33.2049082511208	33.627093465351	33.6638520489822	33.449612874354	33.467044390734	33.6144596215797	33.6051293260388	33.7978176847012	33.6657607209579	33.6899301604738	34.0841034327672
29.2684549559145	29.2131960303094	29.773709559738	29.8790068713553	29.8826130475032	29.833931003235	29.9930082217492	29.9274045638291	28.579304417727	28.5643509701907	28.9088960117954	28.8137787295831	29.391629577441	29.419691620279	29.6487745316022	29.8098214327402	29.1482174491001	29.1399262398021	29.5627018616853	29.5044423055235	29.5103058624955	29.6194795292829	30.1164664015263	30.0712925294716	29.1938480978395	29.1627489882599	29.5409623119258	29.4804966370757	29.6380983799193	29.9943473147263	30.4160846404833	30.5752408782854
29.4300131200053	29.4074229039507	29.4918810077875	29.4283334283043	29.4947869668229	29.386058897997	29.2073964739922	29.1347304663416	29.3286330144002	29.2223687759332	29.2717876754608	29.5475268735715	29.5489036290118	29.4985979296226	29.703305045697	29.5619135252604	29.2126211301102	29.2232552294184	29.535784483486	29.5870893994064	29.017033915696	28.8288687476325	29.3336243831946	29.1760719734434	29.4886157891563	29.4621670116748	29.4197043178959	29.4365955567649	29.0582570077599	28.9583410309292	29.3073593223459	29.2560179737426
26.1703996653271	26.1289902294664	26.3590011916729	26.3694877076796	26.9553135227305	26.9247228364776	26.9562864181279	26.8951225536665	26.8079908594018	26.6622675734143	26.4553311337522	25.9907563005605	26.6605147434426	26.3100689601524	25.93585470916	26.2308792524592	26.2384725734707	26.1204003932527	26.0080426874586	26.0266030574544	26.8399830722409	27.1138846936127	26.6893317090827	26.701018165982	26.0087196899448	25.8881363974635	26.0712845058993	26.0965130685322	26.3994322591204	26.6171340853278	26.0915280190712	26.7761947989674
31.0984410401108	30.955528348882	30.7281400793577	31.269211068247	30.2393029543735	30.1471544545603	30.2399775930565	30.7014771491724	30.2944697438543	30.6079118547265	30.9449667401339	31.236899540007	34.0177042601492	33.6804365912005	34.4512263826228	34.4249796834699	32.2361142672418	31.7999876136	32.7027937865384	32.5931718877978	31.4289314751478	32.0118216513415	32.2283619858096	32.4133022660846	31.7162154012451	31.8932513951612	31.5592360424823	31.778283961059	30.1406720250193	31.0243202554689	31.7011957124195	31.4603822295683
36.5056721481416	36.3655246789291	36.0992032736129	36.3584350054715	36.6329602928788	36.3897745396667	36.6090924458288	36.5854997779279	35.9930794910961	36.0936739770924	36.1629178400541	36.3747574941825	36.8853324769222	36.7118242403653	37.4165664543776	37.4058214561571	36.647263863763	36.5354019984432	37.2803332280041	37.2361162251535	35.8587031082542	35.3512764889384	36.5043250308741	36.6359854361203	36.2136399093377	36.5669000303624	36.3722681175524	36.521201206806	35.5409678132162	35.7306217974825	36.5851372913156	36.4854903844186
30.5997560712594	30.5362634404696	30.5055672335309	30.5065371806177	30.6464531278541	30.7252412595331	30.3162415838059	30.4087751928177	30.1170714017608	30.2363325803255	30.3243512251915	30.2166530329593	30.5950368379469	30.49870085796	30.3952562630159	30.339913167257	30.335839382726	30.3092968306924	30.0344532613193	30.2476175140965	30.2028983779955	29.9938368716183	30.197377612282	30.2335665723202	30.7247949014687	30.6377116048464	30.533843235504	30.4864841743727	30.5905918729933	29.9896181082787	30.2706811262072	30.1675508227038
30.2329636540332	30.4098680220058	30.2730837786913	30.3526612513352	30.2726257280911	30.3120929290631	30.4255816856184	30.3214378277162	30.3312529213688	30.2396151643148	30.2817773651152	30.4860909899555	30.9452374200997	30.7189596914677	30.8581587595256	30.730738002119	30.376218359889	30.4671185258505	30.2733194525843	30.4515047391064	29.9782997481677	29.9162452216984	30.4278231231443	30.5089718785719	30.3434897116772	30.5805529945001	30.4197249707535	30.3993573950178	30.2711301990389	29.5067308313642	30.3977035797093	30.3212793441653
28.651037549632	28.8649573423476	28.3477553842811	28.6302461395166	28.4055617924492	27.9923133787939	28.5903371113755	28.3441817599599	28.7564844980328	28.8802901730217	28.8855818341407	28.9237650740222	29.4421267768577	29.4261783839983	29.5995766731636	29.640193587847	28.8754435921108	28.6485147868978	28.9991537134759	28.85805047633	27.2078059330989	27.7869382129513	28.5514643474807	28.5758799073979	28.6935786549836	28.9706240503451	28.8220673189541	28.9732903123837	26.225626712032	27.594400713631	28.7130411223209	28.3537623896053
34.6818428800518	34.334450073023	34.1698560518932	34.3579460277466	34.6177713582726	34.263901974416	34.6943559839675	34.7679937384608	34.4275676219279	34.3485468744594	34.565172142905	34.6908681660742	34.7325091044243	34.8324680414516	35.0832696761974	35.3769641799317	35.1854497243812	34.5262015573863	35.0053460536158	35.0417309923689	34.3329548782266	34.4008721070456	34.5559514887469	34.587254838945	34.2149477088085	34.3483048049234	34.1007884150444	34.2567473325134	33.9738072180528	34.5614850684457	34.5968615845704	34.8739677198303
35.712185883287	35.6163909639624	35.7349622780466	35.685972785183	36.1459766819236	35.8059374678811	35.9490183277001	36.1265136102147	35.8662495853078	35.8811977872727	35.593791183089	35.8055668045019	35.7119415503474	35.9014591202716	36.2961392445971	36.2720967894653	35.9154356098569	35.7316581094773	36.3022829569586	36.2790577390401	36.343253165685	36.1832893115878	35.9387688187846	35.9724178767993	35.5749694758094	35.6323397269464	35.689931245344	35.6335680811796	36.1401924234251	36.4914114686063	35.7387776654141	36.1069409987274
31.0703641635281	31.1268268561464	31.0193337717937	30.9125644452206	31.0563078211643	30.9355884592805	30.762500869738	30.7056119359747	30.9438690038831	30.9298580931839	30.9263661809506	30.8819178852685	31.1924454925265	31.2989955446899	31.1130030776982	31.0536424459861	30.9928848978591	31.1906342273996	30.8686747892296	31.0326359000936	30.5589966215843	30.5117891058144	30.9284383926885	30.9749607083685	31.2042350743031	31.1429386425412	31.1547065411721	30.9351111482024	30.3489071269198	29.9346280930339	31.015943538141	30.8981992888078
27.2471280881157	27.4779803182042	27.8353359868474	27.5871785008531	27.8475827359991	28.0216513658876	28.3291306722994	27.9774506107137	26.9713104416731	26.8851192069711	27.2269874197236	27.5054676233812	25.7722883524846	25.5151365817853	25.7225517181506	25.4146928542996	26.2952318128801	26.3356586529214	26.384734303117	26.3177065485911	26.7832709556984	26.9245384284979	27.4288156626522	27.4309794450924	27.4627797079986	27.3059245077583	27.7865684152923	27.4291332352985	28.5916933471468	27.4622297370868	27.5509380578683	28.0291942449784
